date,count,package
2020-10-29,135,distill
2020-10-30,83,distill
2020-10-31,51,distill
2020-11-01,54,distill
2020-11-02,82,distill
2020-11-03,132,distill
2020-11-04,49,distill
2020-11-05,95,distill
2020-11-06,67,distill
2020-11-07,58,distill
2020-11-08,41,distill
2020-11-09,60,distill
2020-11-10,47,distill
2020-11-11,64,distill
2020-11-12,67,distill
2020-11-13,60,distill
2020-11-14,32,distill
2020-11-15,57,distill
2020-11-16,61,distill
2020-11-17,51,distill
2020-11-18,84,distill
2020-11-19,76,distill
2020-11-20,69,distill
2020-11-21,46,distill
2020-11-22,52,distill
2020-11-23,59,distill
2020-11-24,56,distill
2020-11-25,37,distill
2020-11-26,73,distill
2020-11-27,53,distill
2020-11-28,36,distill
2020-11-29,50,distill
2020-11-30,205,distill
2020-12-01,64,distill
2020-12-02,101,distill
2020-12-03,147,distill
2020-12-04,110,distill
2020-12-05,88,distill
2020-12-06,56,distill
2020-12-07,264,distill
2020-12-08,299,distill
2020-12-09,207,distill
2020-12-10,162,distill
2020-12-11,122,distill
2020-12-12,106,distill
2020-12-13,81,distill
2020-12-14,171,distill
2020-12-15,109,distill
2020-12-16,100,distill
2020-12-17,93,distill
2020-12-18,94,distill
2020-12-19,80,distill
2020-12-20,76,distill
2020-12-21,93,distill
2020-12-22,103,distill
2020-12-23,98,distill
2020-12-24,53,distill
2020-12-25,48,distill
2020-12-26,52,distill
2020-12-27,57,distill
2020-12-28,85,distill
2020-12-29,68,distill
2020-12-30,69,distill
2020-12-31,55,distill
2021-01-01,37,distill
2021-01-02,89,distill
2021-01-03,64,distill
2021-01-04,131,distill
2021-01-05,110,distill
2021-01-06,80,distill
2021-01-07,67,distill
2021-01-08,50,distill
2021-01-09,53,distill
2021-01-10,48,distill
2021-01-11,150,distill
2021-01-12,71,distill
2021-01-13,222,distill
2021-01-14,197,distill
2021-01-15,134,distill
2021-01-16,105,distill
2021-01-17,81,distill
2021-01-18,117,distill
2021-01-19,174,distill
2021-01-20,160,distill
2021-01-21,147,distill
2021-01-22,166,distill
2021-01-23,167,distill
2021-01-24,181,distill
2021-01-25,223,distill
2021-01-26,144,distill
2021-01-27,131,distill
2021-01-28,93,distill
2021-01-29,117,distill
2021-01-30,96,distill
2021-01-31,113,distill
2021-02-01,156,distill
2021-02-02,144,distill
2021-02-03,137,distill
2021-02-04,148,distill
2021-02-05,126,distill
2021-02-06,56,distill
2021-02-07,78,distill
2021-02-08,112,distill
2021-02-09,84,distill
2021-02-10,136,distill
2021-02-11,94,distill
2021-02-12,107,distill
2021-02-13,67,distill
2021-02-14,48,distill
2021-02-15,106,distill
2021-02-16,155,distill
2021-02-17,113,distill
2021-02-18,99,distill
2021-02-19,86,distill
2021-02-20,61,distill
2021-02-21,55,distill
2021-02-22,110,distill
2021-02-23,155,distill
2021-02-24,170,distill
2021-02-25,100,distill
2021-02-26,138,distill
2021-02-27,116,distill
2021-02-28,116,distill
2021-03-01,123,distill
2021-03-02,160,distill
2021-03-03,125,distill
2021-03-04,130,distill
2021-03-05,158,distill
2021-03-06,108,distill
2021-03-07,112,distill
2021-03-08,127,distill
2021-03-09,168,distill
2021-03-10,159,distill
2021-03-11,164,distill
2021-03-12,80,distill
2021-03-13,89,distill
2021-03-14,71,distill
2021-03-15,105,distill
2021-03-16,99,distill
2021-03-17,87,distill
2021-03-18,114,distill
2021-03-19,82,distill
2021-03-20,56,distill
2021-03-21,52,distill
2021-03-22,100,distill
2021-03-23,80,distill
2021-03-24,91,distill
2021-03-25,72,distill
2021-03-26,86,distill
2021-03-27,73,distill
2021-03-28,66,distill
2021-03-29,75,distill
2021-03-30,91,distill
2021-03-31,101,distill
2021-04-01,74,distill
2021-04-02,63,distill
2021-04-03,55,distill
2021-04-04,61,distill
2021-04-05,70,distill
2021-04-06,99,distill
2021-04-07,118,distill
2021-04-08,93,distill
2021-04-09,60,distill
2021-04-10,61,distill
2021-04-11,62,distill
2021-04-12,80,distill
2021-04-13,94,distill
2021-04-14,81,distill
2021-04-15,63,distill
2021-04-16,66,distill
2021-04-17,39,distill
2021-04-18,77,distill
2021-04-19,69,distill
2021-04-20,91,distill
2021-04-21,105,distill
2021-04-22,88,distill
2021-04-23,67,distill
2021-04-24,72,distill
2021-04-25,44,distill
2021-04-26,75,distill
2021-04-27,90,distill
2021-04-28,90,distill
2021-04-29,104,distill
2021-04-30,69,distill
2021-05-01,57,distill
2021-05-02,40,distill
2021-05-03,66,distill
2021-05-04,96,distill
2021-05-05,91,distill
2021-05-06,97,distill
2021-05-07,84,distill
2021-05-08,105,distill
2021-05-09,55,distill
2021-05-10,73,distill
2021-05-11,107,distill
2021-05-12,106,distill
2021-05-13,80,distill
2021-05-14,116,distill
2021-05-15,82,distill
2021-05-16,86,distill
2021-05-17,76,distill
2021-05-18,130,distill
2021-05-19,144,distill
2021-05-20,129,distill
2021-05-21,148,distill
2021-05-22,134,distill
2021-05-23,80,distill
2021-05-24,93,distill
2021-05-25,142,distill
2021-05-26,141,distill
2021-05-27,108,distill
2021-05-28,92,distill
2021-05-29,66,distill
2021-05-30,77,distill
2021-05-31,129,distill
2021-06-01,99,distill
2021-06-02,77,distill
2021-06-03,86,distill
2021-06-04,66,distill
2021-06-05,68,distill
2021-06-06,63,distill
2021-06-07,80,distill
2021-06-08,96,distill
2021-06-09,121,distill
2021-06-10,110,distill
2021-06-11,99,distill
2021-06-12,57,distill
2021-06-13,67,distill
2021-06-14,78,distill
2021-06-15,87,distill
2021-06-16,119,distill
2021-06-17,112,distill
2021-06-18,98,distill
2021-06-19,65,distill
2021-06-20,83,distill
2021-06-21,123,distill
2021-06-22,107,distill
2021-06-23,109,distill
2021-06-24,120,distill
2021-06-25,82,distill
2021-06-26,68,distill
2021-06-27,63,distill
2021-06-28,127,distill
2021-06-29,87,distill
2021-06-30,111,distill
2021-07-01,108,distill
2021-07-02,114,distill
2021-07-03,75,distill
2021-07-04,94,distill
2021-07-05,97,distill
2021-07-06,103,distill
2021-07-07,107,distill
2021-07-08,159,distill
2021-07-09,127,distill
2021-07-10,61,distill
2021-07-11,59,distill
2021-07-12,99,distill
2021-07-13,108,distill
2021-07-14,144,distill
2021-07-15,96,distill
2021-07-16,95,distill
2021-07-17,63,distill
2021-07-18,68,distill
2021-07-19,79,distill
2021-07-20,87,distill
2021-07-21,102,distill
2021-07-22,92,distill
2021-07-23,83,distill
2021-07-24,62,distill
2021-07-25,45,distill
2021-07-26,92,distill
2021-07-27,92,distill
2021-07-28,97,distill
2021-07-29,70,distill
2021-07-30,70,distill
2021-07-31,49,distill
2021-08-01,47,distill
2021-08-02,83,distill
2021-08-03,106,distill
2021-08-04,187,distill
2021-08-05,74,distill
2021-08-06,101,distill
2021-08-07,54,distill
2021-08-08,58,distill
2021-08-09,129,distill
2021-08-10,114,distill
2021-08-11,119,distill
2021-08-12,104,distill
2021-08-13,107,distill
2021-08-14,78,distill
2021-08-15,78,distill
2021-08-16,165,distill
2021-08-17,99,distill
2021-08-18,112,distill
2021-08-19,147,distill
2021-08-20,112,distill
2021-08-21,75,distill
2021-08-22,87,distill
2021-08-23,147,distill
2021-08-24,216,distill
2021-08-25,157,distill
2021-08-26,158,distill
2021-08-27,145,distill
2021-08-28,114,distill
2021-08-29,100,distill
2021-08-30,149,distill
2021-08-31,164,distill
2021-09-01,152,distill
2021-09-02,152,distill
2021-09-03,152,distill
2021-09-04,57,distill
2021-09-05,79,distill
2021-09-06,83,distill
2021-09-07,123,distill
2021-09-08,149,distill
2021-09-09,150,distill
2021-09-10,161,distill
2021-09-11,74,distill
2021-09-12,87,distill
2021-09-13,127,distill
2021-09-14,179,distill
2021-09-15,133,distill
2021-09-16,126,distill
2021-09-17,135,distill
2021-09-18,126,distill
2021-09-19,76,distill
2021-09-20,113,distill
2021-09-21,98,distill
2021-09-22,142,distill
2021-09-23,110,distill
2021-09-24,134,distill
2021-09-25,71,distill
2021-09-26,116,distill
2021-09-27,141,distill
2021-09-28,142,distill
2021-09-29,137,distill
2021-09-30,133,distill
2021-10-01,114,distill
2021-10-02,67,distill
2021-10-03,63,distill
2021-10-04,122,distill
2021-10-05,112,distill
2021-10-06,117,distill
2021-10-07,89,distill
2021-10-08,84,distill
2021-10-09,77,distill
2021-10-10,66,distill
2021-10-11,134,distill
2021-10-12,104,distill
2021-10-13,208,distill
2021-10-14,250,distill
2021-10-15,210,distill
2021-10-16,126,distill
2021-10-17,136,distill
2021-10-18,201,distill
2021-10-19,216,distill
2021-10-20,128,distill
2021-10-21,143,distill
2021-10-22,120,distill
2021-10-23,103,distill
2021-10-24,91,distill
2021-10-25,154,distill
2021-10-26,185,distill
2021-10-27,224,distill
2021-10-28,132,distill
2021-10-29,119,distill
2021-10-30,63,distill
2021-10-31,84,distill
2021-11-01,146,distill
2021-11-02,156,distill
2021-11-03,134,distill
2021-11-04,144,distill
2021-11-05,129,distill
2021-11-06,95,distill
2021-11-07,114,distill
2021-11-08,175,distill
2021-11-09,151,distill
2021-11-10,194,distill
2021-11-11,149,distill
2021-11-12,108,distill
2021-11-13,111,distill
2021-11-14,88,distill
2021-11-15,132,distill
2021-11-16,123,distill
2021-11-17,134,distill
2021-11-18,102,distill
2021-11-19,95,distill
2021-11-20,56,distill
2021-11-21,88,distill
2021-11-22,113,distill
2021-11-23,106,distill
2021-11-24,107,distill
2021-11-25,99,distill
2021-11-26,81,distill
2021-11-27,84,distill
2021-11-28,68,distill
2021-11-29,115,distill
2021-11-30,104,distill
2021-12-01,127,distill
2021-12-02,100,distill
2021-12-03,104,distill
2021-12-04,81,distill
2021-12-05,59,distill
2021-12-06,138,distill
2021-12-07,148,distill
2021-12-08,141,distill
2021-12-09,135,distill
2021-12-10,126,distill
2021-12-11,92,distill
2021-12-12,82,distill
2021-12-13,116,distill
2021-12-14,103,distill
2021-12-15,104,distill
2021-12-16,84,distill
2021-12-17,109,distill
2021-12-18,67,distill
2021-12-19,67,distill
2021-12-20,84,distill
2021-12-21,106,distill
2021-12-22,89,distill
2021-12-23,68,distill
2021-12-24,62,distill
2021-12-25,46,distill
2021-12-26,63,distill
2021-12-27,49,distill
2021-12-28,74,distill
2021-12-29,68,distill
2021-12-30,68,distill
2021-12-31,61,distill
2022-01-01,43,distill
2022-01-02,52,distill
2022-01-03,79,distill
2022-01-04,91,distill
2022-01-05,120,distill
2022-01-06,83,distill
2022-01-07,82,distill
2022-01-08,62,distill
2022-01-09,58,distill
2022-01-10,82,distill
2022-01-11,119,distill
2022-01-12,99,distill
2022-01-13,125,distill
2022-01-14,153,distill
2022-01-15,114,distill
2022-01-16,84,distill
2022-01-17,113,distill
2022-01-18,189,distill
2022-01-19,216,distill
2022-01-20,186,distill
2022-01-21,140,distill
2022-01-22,158,distill
2022-01-23,106,distill
2022-01-24,144,distill
2022-01-25,92,distill
2022-01-26,117,distill
2022-01-27,167,distill
2022-01-28,139,distill
2022-01-29,95,distill
2022-01-30,95,distill
2022-01-31,102,distill
2022-02-01,99,distill
2022-02-02,152,distill
2022-02-03,157,distill
2022-02-04,127,distill
2022-02-05,71,distill
2022-02-06,82,distill
2022-02-07,88,distill
2022-02-08,138,distill
2022-02-09,115,distill
2022-02-10,130,distill
2022-02-11,122,distill
2022-02-12,85,distill
2022-02-13,60,distill
2022-02-14,116,distill
2022-02-15,111,distill
2022-02-16,108,distill
2022-02-17,104,distill
2022-02-18,101,distill
2022-02-19,63,distill
2022-02-20,78,distill
2022-02-21,112,distill
2022-02-22,81,distill
2022-02-23,110,distill
2022-02-24,92,distill
2022-02-25,107,distill
2022-02-26,58,distill
2022-02-27,79,distill
2022-02-28,101,distill
2022-03-01,132,distill
2022-03-02,133,distill
2022-03-03,131,distill
2022-03-04,109,distill
2022-03-05,68,distill
2022-03-06,70,distill
2022-03-07,106,distill
2022-03-08,119,distill
2022-03-09,145,distill
2022-03-10,100,distill
2022-03-11,107,distill
2022-03-12,58,distill
2022-03-13,74,distill
2022-03-14,101,distill
2022-03-15,95,distill
2022-03-16,107,distill
2022-03-17,86,distill
2022-03-18,91,distill
2022-03-19,79,distill
2022-03-20,76,distill
2022-03-21,87,distill
2022-03-22,144,distill
2022-03-23,132,distill
2022-03-24,133,distill
2022-03-25,210,distill
2022-03-26,157,distill
2022-03-27,172,distill
2022-03-28,227,distill
2022-03-29,208,distill
2022-03-30,216,distill
2022-03-31,205,distill
2022-04-01,174,distill
2022-04-02,176,distill
2022-04-03,161,distill
2022-04-04,195,distill
2022-04-05,211,distill
2022-04-06,226,distill
2022-04-07,209,distill
2022-04-08,187,distill
2022-04-09,179,distill
2022-04-10,176,distill
2022-04-11,239,distill
2022-04-12,185,distill
2022-04-13,213,distill
2022-04-14,179,distill
2022-04-15,236,distill
2022-04-16,195,distill
2022-04-17,154,distill
2022-04-18,409,distill
2022-04-19,296,distill
2022-04-20,328,distill
2022-04-21,380,distill
2022-04-22,274,distill
2022-04-23,178,distill
2022-04-24,184,distill
2022-04-25,309,distill
2022-04-26,183,distill
2022-04-27,136,distill
2022-04-28,215,distill
2022-04-29,287,distill
2022-04-30,83,distill
2022-05-01,52,distill
2022-05-02,219,distill
2022-05-03,207,distill
2022-05-04,271,distill
2022-05-05,197,distill
2022-05-06,346,distill
2022-05-07,64,distill
2022-05-08,62,distill
2022-05-09,365,distill
2022-05-10,188,distill
2022-05-11,214,distill
2022-05-12,158,distill
2022-05-13,238,distill
2022-05-14,126,distill
2022-05-15,88,distill
2022-05-16,389,distill
2022-05-17,248,distill
2022-05-18,179,distill
2022-05-19,166,distill
2022-05-20,117,distill
2022-05-21,62,distill
2022-05-22,94,distill
2022-05-23,111,distill
2022-05-24,144,distill
2022-05-25,187,distill
2022-05-26,321,distill
2022-05-27,121,distill
2022-05-28,80,distill
2022-05-29,81,distill
2022-05-30,102,distill
2022-05-31,133,distill
2022-06-01,102,distill
2022-06-02,91,distill
2022-06-03,89,distill
2022-06-04,84,distill
2022-06-05,76,distill
2022-06-06,155,distill
2022-06-07,161,distill
2022-06-08,179,distill
2022-06-09,147,distill
2022-06-10,110,distill
2022-06-11,66,distill
2022-06-12,59,distill
2022-06-13,164,distill
2022-06-14,137,distill
2022-06-15,155,distill
2022-06-16,105,distill
2022-06-17,70,distill
2022-06-18,64,distill
2022-06-19,55,distill
2022-06-20,101,distill
2022-06-21,110,distill
2022-06-22,92,distill
2022-06-23,130,distill
2022-06-24,95,distill
2022-06-25,68,distill
2022-06-26,50,distill
2022-06-27,115,distill
2022-06-28,87,distill
2022-06-29,101,distill
2022-06-30,137,distill
2022-07-01,117,distill
2022-07-02,66,distill
2022-07-03,84,distill
2022-07-04,94,distill
2022-07-05,116,distill
2022-07-06,107,distill
2022-07-07,77,distill
2022-07-08,81,distill
2022-07-09,74,distill
2022-07-10,70,distill
2022-07-11,82,distill
2022-07-12,95,distill
2022-07-13,152,distill
2022-07-14,88,distill
2022-07-15,98,distill
2022-07-16,53,distill
2022-07-17,53,distill
2022-07-18,96,distill
2022-07-19,81,distill
2022-07-20,101,distill
2022-07-21,86,distill
2022-07-22,101,distill
2022-07-23,54,distill
2022-07-24,308,distill
2022-07-25,247,distill
2022-07-26,137,distill
2022-07-27,125,distill
2022-07-28,121,distill
2022-07-29,100,distill
2022-07-30,61,distill
2022-07-31,63,distill
2022-08-01,109,distill
2022-08-02,123,distill
2022-08-03,208,distill
2022-08-04,200,distill
2022-08-05,99,distill
2022-08-06,78,distill
2022-08-07,87,distill
2022-08-08,141,distill
2022-08-09,117,distill
2022-08-10,123,distill
2022-08-11,110,distill
2022-08-12,134,distill
2022-08-13,51,distill
2022-08-14,49,distill
2022-08-15,102,distill
2022-08-16,110,distill
2022-08-17,95,distill
2022-08-18,0,distill
2022-08-19,0,distill
2020-08-01,161,blogdown
2020-08-02,141,blogdown
2020-08-03,320,blogdown
2020-08-04,252,blogdown
2020-08-05,292,blogdown
2020-08-06,243,blogdown
2020-08-07,240,blogdown
2020-08-08,205,blogdown
2020-08-09,192,blogdown
2020-08-10,237,blogdown
2020-08-11,244,blogdown
2020-08-12,250,blogdown
2020-08-13,272,blogdown
2020-08-14,227,blogdown
2020-08-15,572,blogdown
2020-08-16,179,blogdown
2020-08-17,985,blogdown
2020-08-18,2469,blogdown
2020-08-19,2103,blogdown
2020-08-20,195,blogdown
2020-08-21,222,blogdown
2020-08-22,143,blogdown
2020-08-23,179,blogdown
2020-08-24,233,blogdown
2020-08-25,261,blogdown
2020-08-26,320,blogdown
2020-08-27,306,blogdown
2020-08-28,357,blogdown
2020-08-29,214,blogdown
2020-08-30,1052,blogdown
2020-08-31,215,blogdown
2020-09-01,280,blogdown
2020-09-02,312,blogdown
2020-09-03,331,blogdown
2020-09-04,285,blogdown
2020-09-05,220,blogdown
2020-09-06,267,blogdown
2020-09-07,291,blogdown
2020-09-08,400,blogdown
2020-09-09,404,blogdown
2020-09-10,326,blogdown
2020-09-11,292,blogdown
2020-09-12,181,blogdown
2020-09-13,228,blogdown
2020-09-14,280,blogdown
2020-09-15,251,blogdown
2020-09-16,342,blogdown
2020-09-17,317,blogdown
2020-09-18,283,blogdown
2020-09-19,207,blogdown
2020-09-20,240,blogdown
2020-09-21,338,blogdown
2020-09-22,270,blogdown
2020-09-23,550,blogdown
2020-09-24,339,blogdown
2020-09-25,247,blogdown
2020-09-26,228,blogdown
2020-09-27,257,blogdown
2020-09-28,240,blogdown
2020-09-29,341,blogdown
2020-09-30,383,blogdown
2020-10-01,287,blogdown
2020-10-02,245,blogdown
2020-10-03,235,blogdown
2020-10-04,204,blogdown
2020-10-05,314,blogdown
2020-10-06,323,blogdown
2020-10-07,277,blogdown
2020-10-08,243,blogdown
2020-10-09,268,blogdown
2020-10-10,216,blogdown
2020-10-11,448,blogdown
2020-10-12,565,blogdown
2020-10-13,527,blogdown
2020-10-14,548,blogdown
2020-10-15,430,blogdown
2020-10-16,304,blogdown
2020-10-17,285,blogdown
2020-10-18,305,blogdown
2020-10-19,367,blogdown
2020-10-20,429,blogdown
2020-10-21,419,blogdown
2020-10-22,355,blogdown
2020-10-23,264,blogdown
2020-10-24,240,blogdown
2020-10-25,255,blogdown
2020-10-26,312,blogdown
2020-10-27,348,blogdown
2020-10-28,284,blogdown
2020-10-29,300,blogdown
2020-10-30,298,blogdown
2020-10-31,192,blogdown
2020-11-01,206,blogdown
2020-11-02,255,blogdown
2020-11-03,319,blogdown
2020-11-04,254,blogdown
2020-11-05,303,blogdown
2020-11-06,314,blogdown
2020-11-07,216,blogdown
2020-11-08,270,blogdown
2020-11-09,239,blogdown
2020-11-10,376,blogdown
2020-11-11,378,blogdown
2020-11-12,328,blogdown
2020-11-13,390,blogdown
2020-11-14,242,blogdown
2020-11-15,280,blogdown
2020-11-16,358,blogdown
2020-11-17,438,blogdown
2020-11-18,369,blogdown
2020-11-19,360,blogdown
2020-11-20,311,blogdown
2020-11-21,284,blogdown
2020-11-22,281,blogdown
2020-11-23,350,blogdown
2020-11-24,342,blogdown
2020-11-25,265,blogdown
2020-11-26,246,blogdown
2020-11-27,213,blogdown
2020-11-28,210,blogdown
2020-11-29,189,blogdown
2020-11-30,276,blogdown
2020-12-01,309,blogdown
2020-12-02,385,blogdown
2020-12-03,253,blogdown
2020-12-04,232,blogdown
2020-12-05,202,blogdown
2020-12-06,203,blogdown
2020-12-07,296,blogdown
2020-12-08,219,blogdown
2020-12-09,277,blogdown
2020-12-10,247,blogdown
2020-12-11,266,blogdown
2020-12-12,196,blogdown
2020-12-13,192,blogdown
2020-12-14,226,blogdown
2020-12-15,235,blogdown
2020-12-16,231,blogdown
2020-12-17,277,blogdown
2020-12-18,215,blogdown
2020-12-19,150,blogdown
2020-12-20,166,blogdown
2020-12-21,269,blogdown
2020-12-22,289,blogdown
2020-12-23,259,blogdown
2020-12-24,156,blogdown
2020-12-25,135,blogdown
2020-12-26,176,blogdown
2020-12-27,178,blogdown
2020-12-28,227,blogdown
2020-12-29,221,blogdown
2020-12-30,235,blogdown
2020-12-31,196,blogdown
2021-01-01,170,blogdown
2021-01-02,152,blogdown
2021-01-03,200,blogdown
2021-01-04,251,blogdown
2021-01-05,262,blogdown
2021-01-06,307,blogdown
2021-01-07,239,blogdown
2021-01-08,203,blogdown
2021-01-09,400,blogdown
2021-01-10,382,blogdown
2021-01-11,592,blogdown
2021-01-12,444,blogdown
2021-01-13,417,blogdown
2021-01-14,312,blogdown
2021-01-15,262,blogdown
2021-01-16,259,blogdown
2021-01-17,259,blogdown
2021-01-18,353,blogdown
2021-01-19,579,blogdown
2021-01-20,692,blogdown
2021-01-21,494,blogdown
2021-01-22,474,blogdown
2021-01-23,383,blogdown
2021-01-24,354,blogdown
2021-01-25,473,blogdown
2021-01-26,432,blogdown
2021-01-27,380,blogdown
2021-01-28,251,blogdown
2021-01-29,304,blogdown
2021-01-30,260,blogdown
2021-01-31,262,blogdown
2021-02-01,368,blogdown
2021-02-02,313,blogdown
2021-02-03,370,blogdown
2021-02-04,333,blogdown
2021-02-05,283,blogdown
2021-02-06,229,blogdown
2021-02-07,264,blogdown
2021-02-08,249,blogdown
2021-02-09,284,blogdown
2021-02-10,311,blogdown
2021-02-11,265,blogdown
2021-02-12,276,blogdown
2021-02-13,263,blogdown
2021-02-14,222,blogdown
2021-02-15,342,blogdown
2021-02-16,302,blogdown
2021-02-17,326,blogdown
2021-02-18,330,blogdown
2021-02-19,270,blogdown
2021-02-20,220,blogdown
2021-02-21,220,blogdown
2021-02-22,290,blogdown
2021-02-23,278,blogdown
2021-02-24,357,blogdown
2021-02-25,316,blogdown
2021-02-26,269,blogdown
2021-02-27,247,blogdown
2021-02-28,238,blogdown
2021-03-01,280,blogdown
2021-03-02,285,blogdown
2021-03-03,380,blogdown
2021-03-04,585,blogdown
2021-03-05,583,blogdown
2021-03-06,342,blogdown
2021-03-07,303,blogdown
2021-03-08,423,blogdown
2021-03-09,401,blogdown
2021-03-10,484,blogdown
2021-03-11,361,blogdown
2021-03-12,383,blogdown
2021-03-13,293,blogdown
2021-03-14,290,blogdown
2021-03-15,369,blogdown
2021-03-16,316,blogdown
2021-03-17,390,blogdown
2021-03-18,304,blogdown
2021-03-19,296,blogdown
2021-03-20,246,blogdown
2021-03-21,220,blogdown
2021-03-22,389,blogdown
2021-03-23,306,blogdown
2021-03-24,317,blogdown
2021-03-25,274,blogdown
2021-03-26,279,blogdown
2021-03-27,254,blogdown
2021-03-28,242,blogdown
2021-03-29,244,blogdown
2021-03-30,262,blogdown
2021-03-31,313,blogdown
2021-04-01,319,blogdown
2021-04-02,241,blogdown
2021-04-03,284,blogdown
2021-04-04,171,blogdown
2021-04-05,226,blogdown
2021-04-06,234,blogdown
2021-04-07,305,blogdown
2021-04-08,277,blogdown
2021-04-09,231,blogdown
2021-04-10,180,blogdown
2021-04-11,198,blogdown
2021-04-12,239,blogdown
2021-04-13,223,blogdown
2021-04-14,410,blogdown
2021-04-15,512,blogdown
2021-04-16,473,blogdown
2021-04-17,316,blogdown
2021-04-18,327,blogdown
2021-04-19,379,blogdown
2021-04-20,355,blogdown
2021-04-21,353,blogdown
2021-04-22,340,blogdown
2021-04-23,241,blogdown
2021-04-24,242,blogdown
2021-04-25,194,blogdown
2021-04-26,319,blogdown
2021-04-27,281,blogdown
2021-04-28,360,blogdown
2021-04-29,261,blogdown
2021-04-30,207,blogdown
2021-05-01,239,blogdown
2021-05-02,231,blogdown
2021-05-03,292,blogdown
2021-05-04,237,blogdown
2021-05-05,269,blogdown
2021-05-06,293,blogdown
2021-05-07,198,blogdown
2021-05-08,242,blogdown
2021-05-09,175,blogdown
2021-05-10,291,blogdown
2021-05-11,267,blogdown
2021-05-12,328,blogdown
2021-05-13,246,blogdown
2021-05-14,312,blogdown
2021-05-15,239,blogdown
2021-05-16,278,blogdown
2021-05-17,399,blogdown
2021-05-18,506,blogdown
2021-05-19,521,blogdown
2021-05-20,397,blogdown
2021-05-21,300,blogdown
2021-05-22,285,blogdown
2021-05-23,184,blogdown
2021-05-24,255,blogdown
2021-05-25,305,blogdown
2021-05-26,351,blogdown
2021-05-27,251,blogdown
2021-05-28,322,blogdown
2021-05-29,160,blogdown
2021-05-30,408,blogdown
2021-05-31,326,blogdown
2021-06-01,270,blogdown
2021-06-02,230,blogdown
2021-06-03,288,blogdown
2021-06-04,187,blogdown
2021-06-05,151,blogdown
2021-06-06,242,blogdown
2021-06-07,233,blogdown
2021-06-08,256,blogdown
2021-06-09,293,blogdown
2021-06-10,226,blogdown
2021-06-11,260,blogdown
2021-06-12,168,blogdown
2021-06-13,212,blogdown
2021-06-14,250,blogdown
2021-06-15,360,blogdown
2021-06-16,405,blogdown
2021-06-17,360,blogdown
2021-06-18,378,blogdown
2021-06-19,293,blogdown
2021-06-20,352,blogdown
2021-06-21,358,blogdown
2021-06-22,435,blogdown
2021-06-23,418,blogdown
2021-06-24,407,blogdown
2021-06-25,323,blogdown
2021-06-26,366,blogdown
2021-06-27,349,blogdown
2021-06-28,445,blogdown
2021-06-29,330,blogdown
2021-06-30,411,blogdown
2021-07-01,220,blogdown
2021-07-02,218,blogdown
2021-07-03,204,blogdown
2021-07-04,153,blogdown
2021-07-05,279,blogdown
2021-07-06,262,blogdown
2021-07-07,312,blogdown
2021-07-08,285,blogdown
2021-07-09,203,blogdown
2021-07-10,204,blogdown
2021-07-11,160,blogdown
2021-07-12,243,blogdown
2021-07-13,185,blogdown
2021-07-14,299,blogdown
2021-07-15,172,blogdown
2021-07-16,243,blogdown
2021-07-17,159,blogdown
2021-07-18,190,blogdown
2021-07-19,172,blogdown
2021-07-20,233,blogdown
2021-07-21,225,blogdown
2021-07-22,232,blogdown
2021-07-23,299,blogdown
2021-07-24,320,blogdown
2021-07-25,297,blogdown
2021-07-26,401,blogdown
2021-07-27,337,blogdown
2021-07-28,331,blogdown
2021-07-29,218,blogdown
2021-07-30,265,blogdown
2021-07-31,206,blogdown
2021-08-01,232,blogdown
2021-08-02,230,blogdown
2021-08-03,290,blogdown
2021-08-04,359,blogdown
2021-08-05,280,blogdown
2021-08-06,234,blogdown
2021-08-07,208,blogdown
2021-08-08,199,blogdown
2021-08-09,288,blogdown
2021-08-10,223,blogdown
2021-08-11,282,blogdown
2021-08-12,201,blogdown
2021-08-13,227,blogdown
2021-08-14,187,blogdown
2021-08-15,207,blogdown
2021-08-16,230,blogdown
2021-08-17,182,blogdown
2021-08-18,273,blogdown
2021-08-19,290,blogdown
2021-08-20,226,blogdown
2021-08-21,183,blogdown
2021-08-22,191,blogdown
2021-08-23,222,blogdown
2021-08-24,228,blogdown
2021-08-25,279,blogdown
2021-08-26,227,blogdown
2021-08-27,301,blogdown
2021-08-28,205,blogdown
2021-08-29,173,blogdown
2021-08-30,229,blogdown
2021-08-31,260,blogdown
2021-09-01,399,blogdown
2021-09-02,387,blogdown
2021-09-03,526,blogdown
2021-09-04,280,blogdown
2021-09-05,299,blogdown
2021-09-06,381,blogdown
2021-09-07,344,blogdown
2021-09-08,405,blogdown
2021-09-09,338,blogdown
2021-09-10,346,blogdown
2021-09-11,208,blogdown
2021-09-12,269,blogdown
2021-09-13,294,blogdown
2021-09-14,320,blogdown
2021-09-15,317,blogdown
2021-09-16,316,blogdown
2021-09-17,445,blogdown
2021-09-18,416,blogdown
2021-09-19,193,blogdown
2021-09-20,283,blogdown
2021-09-21,230,blogdown
2021-09-22,291,blogdown
2021-09-23,223,blogdown
2021-09-24,241,blogdown
2021-09-25,187,blogdown
2021-09-26,205,blogdown
2021-09-27,214,blogdown
2021-09-28,250,blogdown
2021-09-29,260,blogdown
2021-09-30,235,blogdown
2021-10-01,240,blogdown
2021-10-02,196,blogdown
2021-10-03,200,blogdown
2021-10-04,473,blogdown
2021-10-05,247,blogdown
2021-10-06,269,blogdown
2021-10-07,209,blogdown
